fd_id,date,competition,season,stage,status,home_team,away_team,home_score,away_score,winner
524089,2025-02-19,UEFA Champions League,2024,PLAYOFFS,FINISHED,PSV,Juventus FC,3,1,HOME_TEAM
524093,2025-03-04,UEFA Champions League,2024,LAST_16,FINISHED,Club Brugge KV,Aston Villa FC,1,3,AWAY_TEAM
524094,2025-03-04,UEFA Champions League,2024,LAST_16,FINISHED,Real Madrid CF,Club Atlético de Madrid,2,1,HOME_TEAM
524095,2025-03-04,UEFA Champions League,2024,LAST_16,FINISHED,PSV,Arsenal FC,1,7,AWAY_TEAM
524098,2025-03-04,UEFA Champions League,2024,LAST_16,FINISHED,Borussia Dortmund,Lille OSC,1,1,DRAW
524096,2025-03-05,UEFA Champions League,2024,LAST_16,FINISHED,Feyenoord Rotterdam,FC Internazionale Milano,0,2,AWAY_TEAM
524092,2025-03-05,UEFA Champions League,2024,LAST_16,FINISHED,Paris Saint-Germain FC,Liverpool FC,0,1,AWAY_TEAM
524097,2025-03-05,UEFA Champions League,2024,LAST_16,FINISHED,FC Bayern München,Bayer 04 Leverkusen,3,0,HOME_TEAM
524099,2025-03-05,UEFA Champions League,2024,LAST_16,FINISHED,Sport Lisboa e Benfica,FC Barcelona,0,1,AWAY_TEAM
524107,2025-03-11,UEFA Champions League,2024,LAST_16,FINISHED,FC Barcelona,Sport Lisboa e Benfica,3,1,HOME_TEAM
524100,2025-03-11,UEFA Champions League,2024,LAST_16,FINISHED,Liverpool FC,Paris Saint-Germain FC,1,5,AWAY_TEAM
524104,2025-03-11,UEFA Champions League,2024,LAST_16,FINISHED,FC Internazionale Milano,Feyenoord Rotterdam,2,1,HOME_TEAM
524105,2025-03-11,UEFA Champions League,2024,LAST_16,FINISHED,Bayer 04 Leverkusen,FC Bayern München,0,2,AWAY_TEAM
524106,2025-03-12,UEFA Champions League,2024,LAST_16,FINISHED,Lille OSC,Borussia Dortmund,1,2,AWAY_TEAM
524101,2025-03-12,UEFA Champions League,2024,LAST_16,FINISHED,Aston Villa FC,Club Brugge KV,3,0,HOME_TEAM
524102,2025-03-12,UEFA Champions League,2024,LAST_16,FINISHED,Club Atlético de Madrid,Real Madrid CF,3,4,AWAY_TEAM
524103,2025-03-12,UEFA Champions League,2024,LAST_16,FINISHED,Arsenal FC,PSV,2,2,DRAW
524108,2025-04-08,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,Arsenal FC,Real Madrid CF,3,0,HOME_TEAM
524111,2025-04-08,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,FC Bayern München,FC Internazionale Milano,1,2,AWAY_TEAM
524109,2025-04-09,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,Paris Saint-Germain FC,Aston Villa FC,3,1,HOME_TEAM
524110,2025-04-09,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,FC Barcelona,Borussia Dortmund,4,0,HOME_TEAM
524113,2025-04-15,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,Aston Villa FC,Paris Saint-Germain FC,3,2,HOME_TEAM
524114,2025-04-15,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,Borussia Dortmund,FC Barcelona,3,1,HOME_TEAM
524112,2025-04-16,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,Real Madrid CF,Arsenal FC,1,2,AWAY_TEAM
524115,2025-04-16,UEFA Champions League,2024,QUARTER_FINALS,FINISHED,FC Internazionale Milano,FC Bayern München,2,2,DRAW
524116,2025-04-29,UEFA Champions League,2024,SEMI_FINALS,FINISHED,Arsenal FC,Paris Saint-Germain FC,0,1,AWAY_TEAM
524117,2025-04-30,UEFA Champions League,2024,SEMI_FINALS,FINISHED,FC Barcelona,FC Internazionale Milano,3,3,DRAW
524119,2025-05-06,UEFA Champions League,2024,SEMI_FINALS,FINISHED,FC Internazionale Milano,FC Barcelona,4,3,HOME_TEAM
524118,2025-05-07,UEFA Champions League,2024,SEMI_FINALS,FINISHED,Paris Saint-Germain FC,Arsenal FC,2,1,HOME_TEAM
524120,2025-05-31,UEFA Champions League,2024,FINAL,FINISHED,Paris Saint-Germain FC,FC Internazionale Milano,5,0,HOME_TEAM
